Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,vapourism.co.uk,vapeuk.co.uk,vapeshop.co.uk,totallywicked-eliquid.co.uk,vapourism.co.uk (pages),vapeuk.co.uk (pages),vapeshop.co.uk (pages),totallywicked-eliquid.co.uk (pages),Results
berry ice crystal bar,"Commercial, Informational",110,6,0.00,0.00,0,16,37,7,,https://vapeuk.co.uk/ske-crystal-bar-600-pro-prefilled-pods,https://www.vapeshop.co.uk/collections/ske,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-berry-ice,8
best cheap cigarettes uk,Commercial,110,7,0.00,0.00,0,84,69,75,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,56600000
best e liquid uk,Commercial,110,47,0.00,0.00,0,1,15,5,,https://vapeuk.co.uk/blog/the-best-e-liquid-brands-for-2024,https://www.vapeshop.co.uk/blogs/news/top-ten-best-flavour-vape-juices-in-the-uk,https://www.totallywicked-eliquid.co.uk/,958000000
best flavour vape juice,Commercial,110,11,0.00,0.00,0,2,9,7,,https://vapeuk.co.uk/blog/the-best-e-liquid-brands-for-2024,https://www.vapeshop.co.uk/blogs/news/top-ten-best-flavour-vape-juices-in-the-uk,https://www.totallywicked-eliquid.co.uk/vaped/what-are-the-best-e-liquid-flavours/,5060000
best hayati pro ultra flavours,Commercial,110,3,0.00,0.00,0,21,34,60,,https://vapeuk.co.uk/hayati-pro-ultra-plus-25000-prefilled-pod-kit,https://www.vapeshop.co.uk/collections/hayati-pro-ultra-plus,https://www.totallywicked-eliquid.co.uk/,278000
best no nicotine vape juice uk,Commercial,110,4,0.00,0.00,0,15,18,10,,https://vapeuk.co.uk/e-liquids,https://www.vapeshop.co.uk/collections/0mg,https://www.totallywicked-eliquid.co.uk/e-liquids/e-liquid-types/zero-nicotine,2560000
best non disposable vape,Commercial,110,15,0.00,0.00,0,1,31,6,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/blogs/news/the-uk-disposable-vape-ban,https://www.totallywicked-eliquid.co.uk/vaped/disposable-vape-alternatives-preparing-for-the-ban/,7190000
best smok vape,Commercial,110,9,0.00,0.00,0,40,56,79,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/collections/smok,https://www.totallywicked-eliquid.co.uk/,5010000
best sub ohm vape kit 2024,Commercial,110,9,0.00,0.00,0,3,31,91,,https://vapeuk.co.uk/vape-kits/sub-ohm-vape-kits,https://www.vapeshop.co.uk/collections/advanced-vape-kits,https://www.totallywicked-eliquid.co.uk/,1030000
best tobacco vape,Commercial,110,9,0.00,0.00,0,5,22,23,,https://vapeuk.co.uk/flavours/cigarette-tobacco,https://www.vapeshop.co.uk/collections/tobacco-eliquid,https://www.totallywicked-eliquid.co.uk/,30300000
best vape brands uk,Commercial,110,7,0.00,0.00,0,3,74,9,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,0
best vape in uk,Commercial,110,35,0.00,0.00,0,1,42,37,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/collections/vape-kits,https://www.totallywicked-eliquid.co.uk/,73800000
best vape kit 2025,Commercial,110,11,0.00,0.00,0,21,35,39,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/blogs/news/the-best-uk-vape-kits-of-2025,https://www.totallywicked-eliquid.co.uk/vaped/best-vapes-for-this-year/,24300000
big puff,"Commercial, Informational",110,9,0.00,0.01,0,5,13,7,,https://vapeuk.co.uk/vape-kits/big-puff-vapes,https://www.vapeshop.co.uk/collections/big-puff-vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/big-puff-vapes,298000000
blu bar disposable vape,Informational,110,12,0.00,0.00,0,61,16,62,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/blu-bar,https://www.totallywicked-eliquid.co.uk/,1260000
blu vape kit,Navigational,110,26,0.00,0.00,0,72,29,65,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/products/blu-bar-vape-kit,https://www.totallywicked-eliquid.co.uk/,2070000
blu vape price,Transactional,110,24,0.00,0.00,0,55,29,49,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/collections/blu-bar,https://www.totallywicked-eliquid.co.uk/,85
blu vape uk,Navigational,110,25,0.00,0.00,0,53,27,46,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/collections/blu-bar,https://www.totallywicked-eliquid.co.uk/,1070000
blue razz ice lost mary,"Commercial, Informational",110,8,0.00,0.00,0,28,23,2,,https://vapeuk.co.uk/lost-mary-bm6000-prefilled-pod-vape-kit,https://www.vapeshop.co.uk/products/blue-razz-ice-lost-mary-bm600-pods,https://www.totallywicked-eliquid.co.uk/lost-mary-bm600-prefilled-pod-x-2-blue-razz-ice,1670000
blue razz lemonade vape juice,"Commercial, Informational",110,8,0.00,0.00,0,3,66,8,,https://vapeuk.co.uk/drifter-bar-juice-blue-razz-lemonade-ice-100ml,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/vltz-e-liquid-blue-razz-lemonade,1630000
box mod vapes,Commercial,110,16,0.00,0.00,0,14,70,20,,https://vapeuk.co.uk/vape-kits/sub-ohm-vape-kits,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/box-mod-kits,13400000
box of crystal vapes,Informational,110,4,0.00,0.00,0,24,71,25,,https://vapeuk.co.uk/ske-crystal-4in1-prefilled-pod-vape-kit,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/brands/ske,2760000
british ohm stores,Informational,110,12,0.00,0.00,0,27,14,35,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,4740000
buy vape juice online,Transactional,110,73,0.00,0.00,0,8,27,5,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,28600000
can you charge ivg 2400,Informational,110,6,0.00,0.00,0,28,9,10,,https://vapeuk.co.uk/ivg-2400-prefilled-pod-vape-kit,https://www.vapeshop.co.uk/products/ivg-2400-rechargeable-vape-kit,https://www.totallywicked-eliquid.co.uk/ivg-2400-4-in-1-disposable-vape,268000
can you refill a lost mary bm6000,Informational,110,6,0.00,0.00,0,5,20,3,,https://vapeuk.co.uk/lost-mary-bm6000-prefilled-pods-refill-container,https://www.vapeshop.co.uk/products/cola-lost-mary-bm6000-refill-pack,https://www.totallywicked-eliquid.co.uk/lost-mary-bm6000-refill,10
cheap disposable vapes 4000,Commercial,110,14,0.00,0.00,0,76,29,16,,https://vapeuk.co.uk/pod-vape-kits,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/big-puff-vapes/4000-puff-vapes,10
cheap nic salts,"Commercial, Informational",110,25,0.00,0.00,0,26,25,38,,https://vapeuk.co.uk/e-liquids/vape-uk-e-liquids/vape-uk-nicotine-salt-e-liquids,https://www.vapeshop.co.uk/collections/nicotine-salts-eliquid,https://www.totallywicked-eliquid.co.uk/,7720000
cheap refillable vapes,"Commercial, Informational",110,18,0.00,0.00,0,8,19,11,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,https://www.vapeshop.co.uk/collections/refillable-vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/kit-types/vape-pod-kits/refillable-pod-vape-kits,4180000
cheapest pack of cigarettes uk,"Commercial, Informational",110,17,0.00,0.00,0,92,94,76,,https://vapeuk.co.uk/lost-mary-bm600-prefilled-pods,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,1330000
cherry crystal,"Informational, Transactional",110,9,0.00,0.02,0,13,32,31,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-cherry-ice-nic-salt,https://www.vapeshop.co.uk/products/cherry-ice-ske-crystal-plus-pods,https://www.totallywicked-eliquid.co.uk/ske-600-pro-pod-x-2-fizzy-cherry,131000000
cherry crystal bar,"Commercial, Informational",110,9,0.00,0.03,0,50,15,7,,https://vapeuk.co.uk/ske-crystal-bar-600-pro-prefilled-pods,https://www.vapeshop.co.uk/collections/ske,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-cherry-ice,38200000
cherry ice vape juice,Informational,110,8,0.00,0.00,0,7,33,53,,https://vapeuk.co.uk/lost-mary-maryliq-cherry-ice-nic-salt,https://www.vapeshop.co.uk/products/cherry-ice-nic-salt-by-ske-crystal-10ml,https://www.totallywicked-eliquid.co.uk/,5400000
cherry vape liquid,"Commercial, Informational",110,7,0.00,0.00,0,27,80,8,,https://vapeuk.co.uk/elf-bar-elfliq-cherry-nic-salt,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/e-liquids/flavour-types/cherry,8010000
cigarette order,Commercial,110,22,0.00,0.00,0,50,86,42,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,663000000
cigarette vape pen,Commercial,110,25,0.00,0.00,0,56,34,7,,https://vapeuk.co.uk/pod-vape-kits,https://www.vapeshop.co.uk/collections/vape-kits,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits,24800000
coil for vape,Commercial,110,15,0.00,0.00,0,5,11,12,,https://vapeuk.co.uk/vape-coils-and-pods,https://www.vapeshop.co.uk/blogs/news/how-to-choose-the-right-vape-coil,https://www.totallywicked-eliquid.co.uk/atomizer-heads,17300000
cola vape juice,Commercial,110,6,0.00,0.00,0,11,37,14,,https://vapeuk.co.uk/elf-bar-elfliq-cola-nic-salt,https://www.vapeshop.co.uk/products/cola-ice-nic-salt-by-ske-crystal-10ml,https://www.totallywicked-eliquid.co.uk/vltz-e-liquid-cola-ice,4220000
cost of vapes,Informational,110,23,0.00,0.00,0,10,9,7,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits,20000000
cost of vapes uk,Informational,110,31,0.00,0.00,0,3,12,1,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/disposable-vape,10
cristal vape,Informational,110,16,0.00,0.00,0,6,33,5,,https://vapeuk.co.uk/ske-crystal-bar-disposable-kit,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/ske-crystal-vape-4-in-1,1520000
crystal 2,Commercial,110,7,0.00,0.39,0,58,44,23,,https://vapeuk.co.uk/ske-crystal-plus-refillable-pods,https://www.vapeshop.co.uk/collections/ske-crystal-plus,https://www.totallywicked-eliquid.co.uk/ske-crystal-vape-4-in-1,1480000000
crystal 2400,Informational,110,18,0.00,0.01,0,6,31,5,,https://vapeuk.co.uk/ske-crystal-4in1-prefilled-pod-vape-kit,https://www.vapeshop.co.uk/collections/ske-crystal-4in1,https://www.totallywicked-eliquid.co.uk/ske-crystal-vape-4-in-1,26100000
crystal 4000 puffs,Commercial,110,16,0.00,0.00,0,88,63,61,,https://vapeuk.co.uk/pod-vape-kits,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,8
crystal bar cherry ice,Informational,110,6,0.00,0.01,0,12,28,18,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-cherry-ice-nic-salt,https://www.vapeshop.co.uk/collections/ske,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-cherry-ice,17600000
crystal bar flavour,"Commercial, Informational",110,7,0.00,0.01,0,11,39,12,,https://vapeuk.co.uk/ske-crystal-bar-disposable-kit,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/vaped/the-ultimate-guide-to-crystal-bar-vapes/,10900000
crystal bar price,Transactional,110,28,0.00,0.01,0,9,15,10,,https://vapeuk.co.uk/ske-crystal-bar-disposable-kit,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/ske-crystal-bar-disposable,87900000
crystal bar vape liquid,"Commercial, Informational",110,13,0.00,0.00,0,10,48,40,,https://vapeuk.co.uk/e-liquids/crystal-clear-bar-salts-nic-salt-e-liquid,https://www.vapeshop.co.uk/collections/ske-crystal-nic-salts-eliquid,https://www.totallywicked-eliquid.co.uk/,10
crystal blueberry sour raspberry,"Commercial, Informational",110,9,0.00,0.06,0,21,71,4,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-blueberry-sour-raspberry-nic-salt,https://www.vapeshop.co.uk/products/blueberry-sour-raspberry-ske-crystal-plus-pods,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-blueberry-sour-raspberry,3850000
crystal cherry ice vape,"Commercial, Informational",110,6,0.00,0.00,0,14,16,9,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-cherry-ice-nic-salt,https://www.vapeshop.co.uk/collections/ske,https://www.totallywicked-eliquid.co.uk/ske-600-pro-kit-cherry-ice,1790000
crystal electronic cigarette,"Commercial, Informational",110,21,0.00,0.00,0,9,10,6,,https://vapeuk.co.uk/ske-crystal-bar-disposable-kit,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/ske-crystal-vape-4-in-1,19600000
crystal fresh menthol mojito,Informational,110,5,0.00,0.02,0,12,18,7,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-fresh-mojito-menthol-nic-salt,https://www.vapeshop.co.uk/products/fresh-mojito-menthol-nic-salt-by-ske-crystal-10ml,https://www.totallywicked-eliquid.co.uk/ske-600-pro-pod-x-2-fresh-menthol-mojito,239000
crystal liquid flavours,"Commercial, Informational",110,6,0.00,0.00,0,24,35,20,,https://vapeuk.co.uk/e-liquids/ske-crystal-original-salts,https://www.vapeshop.co.uk/collections/ske-crystal-nic-salts-eliquid,https://www.totallywicked-eliquid.co.uk/e-liquids,4780000
crystal liquids,"Commercial, Informational",110,10,0.00,0.04,0,27,46,48,,https://vapeuk.co.uk/e-liquids/ske-crystal-original-salts,https://www.vapeshop.co.uk/collections/ske-crystal-nic-salts-eliquid,https://www.totallywicked-eliquid.co.uk/,57200000
crystal plus pod,"Commercial, Informational",110,18,0.00,0.91,0,17,5,70,,https://vapeuk.co.uk/ske-crystal-plus-prefilled-vape-pods,https://www.vapeshop.co.uk/collections/ske-crystal-plus,https://www.totallywicked-eliquid.co.uk/,28200000
crystal pro pods,"Commercial, Informational",110,9,0.22,0.73,0,1,13,9,,https://vapeuk.co.uk/ske-crystal-bar-600-pro-prefilled-pods,https://www.vapeshop.co.uk/collections/ske-600-pro,https://www.totallywicked-eliquid.co.uk/vape-pods/ske-crystal-pre-filled-pods,9350000
crystal refills,"Commercial, Informational",110,12,0.00,0.43,0,6,11,10,,https://vapeuk.co.uk/ske-crystal-plus-prefilled-vape-pods,https://www.vapeshop.co.uk/collections/ske-crystal-plus,https://www.totallywicked-eliquid.co.uk/vape-pods/ske-crystal-pre-filled-pods,7460000
crystal ske vape,Navigational,110,19,0.00,0.00,0,4,10,8,,https://vapeuk.co.uk/vape-kits/ske-crystal-vape-kits,https://www.vapeshop.co.uk/collections/ske-crystal-cl6000,https://www.totallywicked-eliquid.co.uk/electronic-cigarette-kits/vape-pod-kits/ske-crystal-pod-kits,1510000
crystal tobacco vape,Informational,110,6,0.00,0.00,0,13,22,23,,https://vapeuk.co.uk/ske-crystal-bar-disposable-kit,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/ske-crystal-vape-4-in-1,5070000
crystal vape bar,"Commercial, Informational",110,16,0.00,0.00,0,6,8,12,,https://vapeuk.co.uk/ske-crystal-bar-600-pro-prefilled-pod-kit,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/ske-crystal-bar-disposable,7380000
crystal vape pods 4 in 1,"Commercial, Informational",110,5,0.00,0.00,0,1,5,11,,https://vapeuk.co.uk/ske-crystal-4in1-prefilled-vape-pods,https://www.vapeshop.co.uk/collections/ske-crystal-4in1,https://www.totallywicked-eliquid.co.uk/ske-crystal-4-in-1-pods-x-4,2730000
crystal vapes rechargeable,"Commercial, Informational",110,13,0.00,0.00,0,1,11,6,,https://vapeuk.co.uk/ske-crystal-plus-refillable-pod-vape-kit,https://www.vapeshop.co.uk/collections/ske-crystal-cl6000,https://www.totallywicked-eliquid.co.uk/ske-crystal-vape-4-in-1,1290000
crystal watermelon,Informational,110,9,0.00,0.72,0,28,18,4,,https://vapeuk.co.uk/crystal-clear-bar-salts-strawberry-watermelon-ice-nic-salt,https://www.vapeshop.co.uk/products/watermelon-ice-nic-salt-by-ske-crystal-10ml,https://www.totallywicked-eliquid.co.uk/ske-crystal-4-in-1-watermelon-ice,22400000
crystals flavours,Informational,110,12,0.00,0.00,0,14,30,24,,https://vapeuk.co.uk/ske-crystal-bar-disposable-kit,https://www.vapeshop.co.uk/collections/ske-crystal-cl6000,https://www.totallywicked-eliquid.co.uk/ske-crystal-vape-4-in-1,3150000
dispoable,Informational,110,52,2.31,0.17,0,29,14,13,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,163000000
disposab,Informational,110,53,2.31,0.17,0,96,12,9,,https://vapeuk.co.uk/e-liquids/disposable-vape-juice,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,280000000
disposable cigarettes,Informational,110,28,0.00,0.00,0,16,13,5,,https://vapeuk.co.uk/vape-kits,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,16500000
disposable e cigs,Commercial,110,41,0.00,0.00,0,10,32,1,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,2310000
disposable elf bar,"Commercial, Informational",110,25,0.00,0.00,0,8,4,2,,https://vapeuk.co.uk/blog/elf-bar-what-should-you-choose-after-the-disposable-vape-ban,https://www.vapeshop.co.uk/collections/elf-bar,https://www.totallywicked-eliquid.co.uk/brands/elf-bar,5290000
disposable vape pen,Commercial,110,34,0.00,0.00,0,2,4,1,,https://vapeuk.co.uk/disposable-vapes,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,23400000
disposable vapes with low nicotine,Commercial,110,10,0.00,0.00,0,1,19,4,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,3350000
disposable vuse,"Commercial, Informational",110,17,0.00,0.00,0,35,6,75,,https://vapeuk.co.uk/vuse-go-disposable-kit,https://www.vapeshop.co.uk/collections/vuse-go-disposable-vapes,https://www.totallywicked-eliquid.co.uk/,2190000
disposables vape,Commercial,110,59,0.00,0.00,0,2,4,1,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,6390000
disposible vape,Informational,110,39,0.00,0.00,0,4,5,2,,https://vapeuk.co.uk/pod-vape-kits/disposable-vape-alternatives,https://www.vapeshop.co.uk/collections/disposable-vape-kits,https://www.totallywicked-eliquid.co.uk/disposable-vape,45600000
does tesco sell vapes,Navigational,110,29,0.00,0.00,0,66,98,19,,https://vapeuk.co.uk/,https://www.vapeshop.co.uk/,https://www.totallywicked-eliquid.co.uk/,50500
dojo vape pods 10k,"Commercial, Informational",110,5,0.00,0.00,0,2,33,69,,https://vapeuk.co.uk/vaporesso-dojo-blast-10k-prefilled-pod-vape-kit,https://www.vapeshop.co.uk/collections/vaporesso-dojo-blast,https://www.totallywicked-eliquid.co.uk/,89
dojo vaporesso,"Commercial, Informational",110,13,0.00,0.00,0,1,31,88,,https://vapeuk.co.uk/vaporesso-dojo-blast-10k-prefilled-pod-vape-kit,https://www.vapeshop.co.uk/collections/vaporesso-dojo-blast,https://www.totallywicked-eliquid.co.uk/,761000
doozy vape juice,"Informational, Transactional",110,16,0.00,0.00,0,46,24,94,,https://vapeuk.co.uk/e-liquids/doozy-vape-co/doozy-vape-co,https://www.vapeshop.co.uk/collections/doozy-vape-co,https://www.totallywicked-eliquid.co.uk/,1210000
dual vape,"Commercial, Informational",110,5,0.00,0.00,0,1,18,3,,https://vapeuk.co.uk/elf-bar-dual-10k-prefilled-pod-kit,https://www.vapeshop.co.uk/products/elfbar-dual-10k-vape-kit,https://www.totallywicked-eliquid.co.uk/pixl-duo-12-kit,16000000
e cig drip tips,Informational,110,8,0.00,0.00,0,65,59,24,,https://vapeuk.co.uk/innokin-zlide-drip-tip,https://www.vapeshop.co.uk/collections/drip-tips,https://www.totallywicked-eliquid.co.uk/vaping-accessories/mouthpieces,4220000
e cigarette accessories,"Commercial, Informational",110,13,0.00,0.00,0,94,21,2,,https://vapeuk.co.uk/vape-accessories,https://www.vapeshop.co.uk/collections/vape-accessories,https://www.totallywicked-eliquid.co.uk/vaping-accessories,17800000
e cigarette coil,"Commercial, Informational",110,16,0.00,0.00,0,7,41,12,,https://vapeuk.co.uk/a-guide-to-vape-coils,https://www.vapeshop.co.uk/collections/vape-coils,https://www.totallywicked-eliquid.co.uk/atomizer-heads,12700000
