Keyword,Intents,Volume,Keyword Difficulty,CPC,Competition Density,vapourism.co.uk,vapeuk.co.uk,vapeclub.co.uk,vapestore.co.uk,vapeshop.co.uk,vapourism.co.uk (pages),vapeuk.co.uk (pages),vapeclub.co.uk (pages),vapestore.co.uk (pages),vapeshop.co.uk (pages),Results
vape shop rotherham,Commercial,140,29,0.00,0.00,0,0,0,0,31,,,,,https://www.vapeshop.co.uk/,39500
vape shop rugby,Commercial,140,15,0.00,0.00,0,0,0,81,25,,,,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,83
vape shop scarborough,Commercial,140,13,0.00,0.00,0,0,0,0,60,,,,,https://www.vapeshop.co.uk/pages/vape-shop-outlet-peterborough,89
vape shop slough,Commercial,140,22,0.00,0.00,0,39,0,0,29,,https://vapeuk.co.uk/,,,https://www.vapeshop.co.uk/,92
vape shop solihull,Commercial,140,8,0.00,0.00,0,0,0,65,56,,,,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,69
vape shop st helens,Commercial,140,13,0.00,0.00,0,0,0,0,60,,,,,https://www.vapeshop.co.uk/pages/store-locator,44300
vape shop sutton,Commercial,140,56,0.00,0.00,0,0,55,64,0,,,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/pages/store-locator,,313000
vape shop tamworth,Commercial,140,11,0.00,0.00,0,0,0,65,49,,,,https://www.vapestore.co.uk/pages/store-locator,https://www.vapeshop.co.uk/pages/store-locator,47900
vape shop wellingborough,Commercial,140,13,0.00,0.00,0,0,27,68,23,,,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/pages/store-locations/vapestore-southampton,https://www.vapeshop.co.uk/,32100
vape shop wellington,Commercial,140,11,0.00,0.00,0,0,0,61,49,,,,https://www.vapestore.co.uk/pages/store-locator,https://www.vapeshop.co.uk/,974000
vape shop winchester,Commercial,140,8,0.00,0.00,0,0,0,30,44,,,,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/pages/store-locator,730000
vape shop worthing,Commercial,140,9,0.00,0.00,0,0,0,1,22,,,,https://www.vapestore.co.uk/pages/store-locations/vapestore-worthing,https://www.vapeshop.co.uk/,55900
vape shops aberdeen,Commercial,140,36,0.00,0.00,0,0,20,0,76,,,https://www.vapeclub.co.uk/,,https://www.vapeshop.co.uk/pages/store-locator,287000
vape shops bristol,Commercial,140,45,0.00,0.00,0,52,26,81,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,,695000
vape shops leicester,Commercial,140,30,0.00,0.00,0,0,18,70,1,,,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/pages/vape-shop-outlet-leicester,264000
vape shops liverpool,Commercial,140,47,0.00,0.00,0,0,0,0,48,,,,,https://www.vapeshop.co.uk/,898000
vape shops newcastle,Commercial,140,13,0.00,0.00,0,0,0,0,51,,,,,https://www.vapeshop.co.uk/,1150000
vape shops norwich,Commercial,140,39,0.00,0.00,0,0,0,0,1,,,,,https://www.vapeshop.co.uk/pages/vape-shop-outlet-norwich,179000
vape shops sheffield,Commercial,140,34,0.00,0.00,0,0,58,0,0,,,https://www.vapeclub.co.uk/,,,346000
vape starter kit uk,Commercial,140,14,0.00,0.00,0,3,30,1,14,,https://vapeuk.co.uk/vape-kits/vape-starter-kits,https://www.vapeclub.co.uk/vape-kits/beginner-vape-kit/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-kits-starter-vape-kits,https://www.vapeshop.co.uk/collections/beginner-vape-kits,5670000
vape store brighton,Commercial,140,11,0.00,0.00,0,3,24,1,60,,https://vapeuk.co.uk/vape-shop-brighton,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/pages/store-locations/vapestore-brighton,https://www.vapeshop.co.uk/,469000
vape store near me now,Transactional,140,50,0.00,0.00,0,11,27,2,47,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/pages/store-locator,https://www.vapeshop.co.uk/pages/vape-shop-outlet-aylesbury,8
vape supplies,Commercial,140,84,0.00,0.00,0,4,5,1,22,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,16400000
vape vuse,"Informational, Transactional",140,32,0.00,0.00,0,27,15,0,8,,https://vapeuk.co.uk/vendors/vuse,https://www.vapeclub.co.uk/vape-kits/vuse/,,https://www.vapeshop.co.uk/collections/vuse-eliquid-caps-cartridges,2440000
vape with games,Informational,140,51,0.00,0.00,0,44,0,0,93,,https://vapeuk.co.uk/disposable-vapes,,,https://www.vapeshop.co.uk/collections/disposable-vape-kits,29100000
vape with nicotine,Commercial,140,74,0.00,0.00,0,1,7,6,2,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/vape-kits/nicotine-salt-eliquid/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,68100000
vape.liquid,"Commercial, Informational",140,62,0.00,0.00,0,1,8,9,27,,https://vapeuk.co.uk/e-liquids,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/collections/new-eliquid,58800000
vapeand go,Navigational,140,37,0.00,0.00,0,25,9,32,36,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,81
vapeclub uk,Navigational,140,39,0.00,0.00,0,0,1,0,0,,,https://www.vapeclub.co.uk/,,,94
vapemate discount code,Informational,140,6,0.00,0.00,0,0,0,30,50,,,,https://www.vapestore.co.uk/pages/vape-discount-codes,https://www.vapeshop.co.uk/collections/vapemate-eliquid,2340
vapeonline,Navigational,140,92,0.00,0.00,0,2,5,6,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,,602000
vaperesso xros 4,"Commercial, Informational",140,10,0.00,0.00,0,1,2,34,23,,https://vapeuk.co.uk/vaporesso-xros-4-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/vaporesso/xros-4-vape-kit-vaporesso,https://www.vapestore.co.uk/products/vaporesso-xros-4-pod-vape-kit-1000mah,https://www.vapeshop.co.uk/products/vaporesso-xros-4-vape-kit,2640000
vapers cough,Informational,140,31,0.00,0.00,0,37,0,0,0,,https://vapeuk.co.uk/blog/coughing-after-switching-to-vaping-why-it-happens-and-how-to-fix-it,,,,172000
vaperz cloud uk,Navigational,140,10,0.00,0.00,0,0,40,0,9,,,https://www.vapeclub.co.uk/vape-tanks/vaperz-cloud/,,https://www.vapeshop.co.uk/collections/vaperz-cloud,82
vapes crystal,"Commercial, Informational",140,17,0.00,0.00,0,8,7,17,9,,https://vapeuk.co.uk/vendors/ske,https://www.vapeclub.co.uk/vape-kits/crystal/,https://www.vapestore.co.uk/collections/brands-ske-crystal-bar-disposable-vape-crystal-bar-prefilled-e-liquid-pods,https://www.vapeshop.co.uk/collections/disposable-vape-kits,5000000
vapes no nicotine,Informational,140,13,0.00,0.00,0,9,47,11,55,,https://vapeuk.co.uk/disposable-vapes/nicotine-free-disposable-vape-kits,https://www.vapeclub.co.uk/disposable-vape/0mg-nicotine-free/,https://www.vapestore.co.uk/pages/disposable-vape-ban-june,https://www.vapeshop.co.uk/collections/0mg,64800000
vapes on a plane,Informational,140,10,0.00,0.00,0,0,0,18,0,,,,https://www.vapestore.co.uk/blogs/vaping-guides/travelling-with-your-e-cigarette,,1950000
vapes on planes uk,Informational,140,22,0.00,0.00,0,0,0,15,0,,,,https://www.vapestore.co.uk/blogs/vaping-guides/travelling-with-your-e-cigarette,,98000
vapes online store,Informational,140,89,0.00,0.00,0,6,2,7,13,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,215000000
vapes that look like cigarettes,Commercial,140,9,0.00,0.00,0,0,12,76,79,,,https://www.vapeclub.co.uk/vape-kits/ecigarette-cigalike/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-kits-pen-vape-kits,https://www.vapeshop.co.uk/collections/disposable-vape-kits,16700000
vapestreams discount code,Transactional,140,6,0.00,0.00,0,0,0,11,0,,,,https://www.vapestore.co.uk/pages/vape-discount-codes,,53
vapeuk.co.uk discount code,"Commercial, Informational",140,10,0.00,0.00,0,2,43,30,51,,https://vapeuk.co.uk/special-offers,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/pages/vape-discount-codes,https://www.vapeshop.co.uk/,25000
vaping direct,Navigational,140,27,0.00,0.00,0,24,14,17,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,,22000000
vaping duty,Informational,140,22,0.00,0.00,0,18,0,0,0,,https://vapeuk.co.uk/blog/uk-vaping-tax-autumn-budget-2024,,,,5320000
vaping liquid,Informational,140,55,0.00,0.00,0,1,4,5,43,,https://vapeuk.co.uk/e-liquids,https://www.vapeclub.co.uk/e-liquids/,https://www.vapestore.co.uk/collections/e-liquid,https://www.vapeshop.co.uk/collections/nicotine-salts-eliquid,28400000
vapoholic uk,Navigational,140,19,0.00,0.00,0,0,25,0,0,,,https://www.vapeclub.co.uk/,,,47
vapor blue,Informational,140,9,0.00,0.25,0,0,79,0,0,,,https://www.vapeclub.co.uk/vape-pods/ivg-vape/ivg-2400/pro-blue-ivg-2400-pod,,,204000000
vapor cigarette price,Commercial,140,42,0.00,0.00,0,66,69,51,42,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/vape-kits/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,15300000
vapor energy,Informational,140,10,0.00,0.00,0,0,43,0,79,,,https://www.vapeclub.co.uk/e-liquids/vampire-vape/energy-vampire-vape-e-juice,,https://www.vapeshop.co.uk/products/energy-ice-by-vape-district-100ml,88200000
vapor maxes plus,"Informational, Transactional",140,15,0.45,1.00,0,53,59,0,0,,https://vapeuk.co.uk/hayati-pro-ultra-plus-25000-prefilled-pod-kit,https://www.vapeclub.co.uk/vape-kits/big-puff/,,,23900000
vapor shop,Commercial,140,89,0.00,0.00,0,16,6,3,1,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/,https://www.vapeshop.co.uk/,98900000
vapor shop jobs,Commercial,140,11,0.00,0.00,0,0,12,0,0,,,https://www.vapeclub.co.uk/careers/,,,5590000
vapor tax,Informational,140,22,0.00,0.00,0,41,0,0,0,,https://vapeuk.co.uk/blog/uk-vaping-tax-budget-2024,,,,11100000
vaporesso 4,"Commercial, Informational",140,9,0.00,0.00,0,1,3,10,69,,https://vapeuk.co.uk/vaporesso-xros-4-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/vaporesso/xros-4-vape-kit-vaporesso,https://www.vapestore.co.uk/products/vaporesso-xros-4-mini-kit-1000mah,https://www.vapeshop.co.uk/products/vaporesso-xros-4-vape-kit,7090000
vaporesso battery,Informational,140,15,0.00,0.00,0,20,5,7,33,,https://vapeuk.co.uk/vaporesso-xros-pro-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/vaporesso/,https://www.vapestore.co.uk/products/vaporesso-armour-gs-vape-kit-80w,https://www.vapeshop.co.uk/collections/vaporesso,3350000
vaporesso click,"Commercial, Informational",140,9,0.00,0.00,0,4,1,23,90,,https://vapeuk.co.uk/vaporesso-coss-click-disposable-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-coss-click-vape-kit,https://www.vapestore.co.uk/collections/brands-vaporesso,https://www.vapeshop.co.uk/collections/vaporesso,1960000
vaporesso colours,Informational,140,17,0.00,0.00,0,7,16,2,36,,https://vapeuk.co.uk/vaporesso-xros-4-mini-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-3-vape-kit,https://www.vapestore.co.uk/collections/brands-vaporesso,https://www.vapeshop.co.uk/collections/vaporesso,90
vaporesso corex 3.0 pods,"Commercial, Informational",140,9,0.00,0.00,0,24,4,30,0,,https://vapeuk.co.uk/vaporesso-xros-corex-2-0-replacement-pods,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement,https://www.vapestore.co.uk/products/vaporesso-xros-3-pod-kit,,85
vaporesso dojo,"Commercial, Informational",140,7,0.00,0.00,0,7,1,4,37,,https://vapeuk.co.uk/vaporesso-dojo-blast-6000-prefilled-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/vaporesso/vaporesso-dojo-blast-6000-vape-kit,https://www.vapestore.co.uk/collections/brands-vaporesso-vaporesso-dojo-blast,https://www.vapeshop.co.uk/collections/vaporesso-dojo-blast,720000
vaporesso gen s,Informational,140,14,0.00,0.00,0,16,41,29,0,,https://vapeuk.co.uk/vaporesso-gen-80-s-kit,https://www.vapeclub.co.uk/vape-mods/vaporesso/gen-s,https://www.vapestore.co.uk/products/vaporesso-gen-80-s-vape-kit-itank-2-version,,1080000
vaporesso leaking,Informational,140,8,0.00,0.00,0,17,24,51,0,,https://vapeuk.co.uk/vaporesso-xros-corex-2-0-replacement-pods,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement,https://www.vapestore.co.uk/,,906000
vaporesso luxe coil,"Commercial, Informational",140,11,0.00,0.00,0,2,6,0,0,,https://vapeuk.co.uk/vape-coils-and-pods/vaporesso-coils,https://www.vapeclub.co.uk/vape-coils/vaporesso/gtx-replacement,,,1340000
vaporesso luxe q2 se,"Commercial, Informational",140,7,0.00,0.00,0,1,9,7,0,,https://vapeuk.co.uk/vaporesso-luxe-q2-se-pod-vape-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-luxe-q2-se-vape-kit,https://www.vapestore.co.uk/products/vaporesso-luxe-q2-se-pod-kit,,587000
vaporesso luxe xr max review,Commercial,140,9,0.00,0.00,0,70,25,0,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-luxe-xr-max-vape-kit,,,85
vaporesso nano 4,Commercial,140,11,0.00,0.00,0,1,2,33,24,,https://vapeuk.co.uk/vaporesso-xros-4-nano-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/vaporesso/vaporesso-xros-4-nano-vape-kit,https://www.vapestore.co.uk/products/vaporesso-xros-4-nano-pod-vape-kit,https://www.vapeshop.co.uk/products/vaporesso-xros-4-nano-vape-kit,2330000
vaporesso not charging,"Commercial, Informational",140,22,0.00,0.00,0,29,75,0,0,,https://vapeuk.co.uk/troubleshooting-common-vaping-problems,https://www.vapeclub.co.uk/vape-kits/,,,96
vaporesso pod leaking,Informational,140,5,0.00,0.00,0,0,0,10,0,,,,https://www.vapestore.co.uk/blogs/vaping-faq/why-is-my-vape-leaking,,932000
vaporesso pods leaking,Informational,140,8,0.00,0.00,0,0,17,8,0,,,https://www.vapeclub.co.uk/vape-pods/vaporesso/xros-replacement&title=www.vapeclub.co.uk?customer-reviews,https://www.vapestore.co.uk/blogs/vaping-faq/why-is-my-vape-leaking,,54
vaporesso pods uk,"Commercial, Informational",140,10,0.00,0.00,0,4,2,13,32,,https://vapeuk.co.uk/vaporesso-xros-corex-2-0-replacement-pods,https://www.vapeclub.co.uk/vape-pods/vaporesso/,https://www.vapestore.co.uk/products/vaporesso-xros-replacement-pods,https://www.vapeshop.co.uk/collections/vaporesso,1940000
vaporesso swag,Informational,140,25,0.00,0.00,0,10,88,73,0,,https://vapeuk.co.uk/vaporesso-swag-px80-kit,https://www.vapeclub.co.uk/vape-kits/vaporesso/,https://www.vapestore.co.uk/products/vaporesso-swag-px80-kit,,784000
vaporesso tank,Commercial,140,9,0.00,0.00,0,50,6,2,18,,https://vapeuk.co.uk/vaporesso-itank-2,https://www.vapeclub.co.uk/vape-tanks/vaporesso/,https://www.vapestore.co.uk/collections/brands-vaporesso-tanks-and-pods,https://www.vapeshop.co.uk/collections/vaporesso,3290000
vaporesso xros 4 pod vape kit,"Commercial, Informational",140,9,0.00,0.00,0,1,4,37,0,,https://vapeuk.co.uk/vaporesso-xros-4-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/vaporesso/xros-4-vape-kit-vaporesso,https://www.vapestore.co.uk/products/vaporesso-xros-4-mini-kit-1000mah,,2240000
vaporesso xros pro manual,Informational,140,20,0.00,0.00,0,0,17,0,0,,,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-pro-vape-kit,,,616000
vaporous pen,"Commercial, Informational",140,37,0.00,0.00,0,0,17,0,0,,,https://www.vapeclub.co.uk/vape-kits/pen-style/,,,18600000
vapour generation,"Commercial, Navigational",140,14,0.00,0.00,0,16,0,0,0,,https://vapeuk.co.uk/pod-vape-kits/refillable-pod-vape-kits,,,,23900000
vapour hub,"Commercial, Navigational",140,41,0.00,0.00,0,14,0,0,0,,https://vapeuk.co.uk/,,,,6060000
vapour kit,Commercial,140,34,0.00,0.04,0,7,9,8,4,,https://vapeuk.co.uk/vape-kits,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/collections/vape-kits-mods-vape-kits,https://www.vapeshop.co.uk/collections/vape-kits,46600000
vapour monster falkirk,Navigational,140,22,0.00,0.03,0,0,0,33,0,,,,https://www.vapestore.co.uk/pages/store-locator,,2630
vapour oil,Informational,140,19,0.00,1.00,0,94,76,0,0,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,,,23000000
vapour station,Navigational,140,11,0.00,0.00,0,0,0,60,0,,,,https://www.vapestore.co.uk/,,13600000
vapouriz discount code,Commercial,140,6,0.00,0.00,0,0,0,10,0,,,,https://www.vapestore.co.uk/pages/vape-discount-codes,,10
vapressi,Navigational,140,50,0.00,0.00,0,3,4,15,5,,https://vapeuk.co.uk/vendors/vaporesso,https://www.vapeclub.co.uk/vape-pods/vaporesso/,https://www.vapestore.co.uk/collections/brands-vaporesso,https://www.vapeshop.co.uk/collections/vaporesso,7690000
vapresso xros mini,Informational,140,17,0.00,0.00,0,7,2,1,29,,https://vapeuk.co.uk/vaporesso-xros-3-mini-pod-kit,https://www.vapeclub.co.uk/vape-pods/vaporesso/vaporesso-xros-mini-pod-vape-kit,https://www.vapestore.co.uk/products/vaporesso-xros-mini-pod-kit,https://www.vapeshop.co.uk/products/vaporesso-xros-mini-vape-kit,2050000
vaproesso,Navigational,140,60,0.00,0.00,0,2,5,15,7,,https://vapeuk.co.uk/vendors/vaporesso,https://www.vapeclub.co.uk/vape-pods/vaporesso/,https://www.vapestore.co.uk/collections/brands-vaporesso,https://www.vapeshop.co.uk/collections/vaporesso,7010000
vaptio,Informational,140,8,0.00,0.00,0,0,22,0,3,,,https://www.vapeclub.co.uk/vape-pods/vaptio/,,https://www.vapeshop.co.uk/collections/vaptio,524000
vaxo,Commercial,140,15,0.00,0.02,0,5,3,4,0,,https://vapeuk.co.uk/oxva-oneo-pod-vape-kit,https://www.vapeclub.co.uk/vape-kits/oxva/,https://www.vapestore.co.uk/collections/brands-oxva,,91
vegetable glycerin vape,Informational,140,11,0.00,0.00,0,31,63,19,0,,https://vapeuk.co.uk/help-centre/what-is-vegetable-glycerine-vg/,https://www.vapeclub.co.uk/e-liquids/,https://www.vapestore.co.uk/products/vg-vegetable-glycerin-vampire-vape,,1370000
velo 2.0,Informational,140,16,0.25,1.00,0,0,68,0,0,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,32600000
velo 6 dot,"Informational, Transactional",140,20,1.82,1.00,0,57,36,0,0,,https://vapeuk.co.uk/velo-slim-nicotine-pouches,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,28300000
velo blue,"Commercial, Informational",140,10,0.00,0.00,0,0,59,0,0,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,88
velo freezing peppermint mg,Informational,140,16,1.66,1.00,0,0,12,0,28,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/freezing-peppermint-velo-nicotine-pouch,,https://www.vapeshop.co.uk/products/velo-nicotine-pouches-freezing-peppermint,94
velo nicotine pouches how to use,,140,20,0.00,0.00,0,0,0,0,80,,,,,https://www.vapeshop.co.uk/,2590000
velo shop,Commercial,140,19,6.65,0.33,0,0,0,0,37,,,,,https://www.vapeshop.co.uk/collections/velo-nicotine-pouches,90700000
velo snus mg,"Informational, Transactional",140,14,0.00,0.00,0,0,46,0,0,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,1280000
velo snuss,Informational,140,35,0.00,0.00,0,67,20,0,0,,https://vapeuk.co.uk/velo-slim-nicotine-pouches,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,2330000
velo tropic breeze,Informational,140,14,2.25,0.63,0,0,48,0,0,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,93
velo tropical mango,Informational,140,16,1.93,1.00,0,0,9,0,25,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/tropical-mango-velo-nicotine-pouch,,https://www.vapeshop.co.uk/products/velo-nicotine-pouches-tropical-mango,91
velo zero,Commercial,140,5,4.77,1.00,0,0,54,0,0,,,https://www.vapeclub.co.uk/nicotine-pouches/velo/,,,33400000
very very berry,,140,6,0.00,0.07,0,91,0,0,0,,https://vapeuk.co.uk/vapes-bars-ghost-salts-very-berry-cranberry-nic-salt,,,,298000000
vg coffee,Informational,140,24,0.00,0.05,0,0,78,0,0,,,https://www.vapeclub.co.uk/e-liquids/elfliq/,,,15400000
vg vape,Informational,140,23,0.00,0.00,0,18,10,17,0,,https://vapeuk.co.uk/flavourless-nic-shot-high-vg-e-liquid,https://www.vapeclub.co.uk/vape-kits/high-vg-eliquid/,https://www.vapestore.co.uk/collections/e-liquid-vape-type-sub-ohm-high-vg-e-liquid,,5420000
view vapes,Commercial,140,18,0.00,0.00,0,6,60,8,7,,https://vapeuk.co.uk/,https://www.vapeclub.co.uk/,https://www.vapestore.co.uk/collections/disposable-vape,https://www.vapeshop.co.uk/,16900000
vimto gummies,"Commercial, Informational",140,9,0.86,1.00,0,66,0,0,0,,https://vapeuk.co.uk/e-liquids,,,,144000
vimto vape juice,Informational,140,6,0.00,0.00,0,12,9,28,0,,https://vapeuk.co.uk/no-frills-bottle-pops-vimto-nic-salt-e-juice,https://www.vapeclub.co.uk/e-liquids/elux/firerose/elux-firerose-vim-tru-nic-salt-e-liquid,https://www.vapestore.co.uk/products/juice-n-power-e-liquid-vimtonic-5mg,,217000
vipes,Informational,140,14,0.00,0.00,0,25,0,0,0,,https://vapeuk.co.uk/,,,,100
vision e cig,Informational,140,15,0.00,0.00,0,0,23,0,0,,,https://www.vapeclub.co.uk/vape-pods/uwell/uwell-caliburn-gk2-vision-vape-kit,,,33100000
vltz refuel,Informational,140,9,0.00,0.00,0,0,33,20,0,,,https://www.vapeclub.co.uk/vape-kits/refillable-pods/,https://www.vapestore.co.uk/collections/vape-kits-mods-pod-vape-kits-refillable-pod-kits,,7400
vmt ice flavour,"Commercial, Informational",140,9,0.00,0.00,0,5,1,2,12,,https://vapeuk.co.uk/ske-crystal-original-salts-v2-vmt-ice-nic-salt,https://www.vapeclub.co.uk/e-liquids/crystal-original/crystal-original-vmt-ice-nic-salt-e-liquid,https://www.vapestore.co.uk/products/ske-crystal-vmt-ice-nic-salt-e-liquid,https://www.vapeshop.co.uk/collections/ske-600-pro,75
